accommodates,bedrooms,beds,bathrooms,room_type,property_type,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,number_of_reviews,reviews_per_month,latitude,longitude,location,price_clean,has_reviews
2,1,1,2.0,Private room,Private room in rental unit,4.0,3.5,4.5,3.5,2,0.12,40.43206,-3.67326,Madrid,42,1
1,1,1,2.0,Private room,Private room in rental unit,0.0,0.0,0.0,0.0,0,0.0,40.44453302587406,-3.661374386344512,Madrid,42,0
1,1,1,2.0,Private room,Private room in rental unit,0.0,0.0,0.0,0.0,0,0.0,40.43202843858269,-3.673961219743835,Madrid,44,0
1,1,1,2.0,Private room,Private room in rental unit,5.0,5.0,5.0,5.0,2,0.13,40.43226576332633,-3.673731504571061,Madrid,44,1
4,2,2,2.5,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.4348,-3.69437,Madrid,236,0
4,2,2,2.0,Entire home/apt,Entire rental unit,2.5,4.5,5.0,3.0,2,0.14,40.42187,-3.684886499999999,Madrid,293,1
8,4,6,3.5,Entire home/apt,Entire rental unit,4.57,4.57,5.0,4.71,7,0.51,40.46301066727522,-3.686960648117449,Madrid,271,1
6,1,3,2.0,Entire home/apt,Entire rental unit,4.59,4.69,4.34,4.45,29,1.81,40.44048,-3.56932,Madrid,76,1
1,0,2,1.0,Entire home/apt,Entire loft,4.13,4.38,4.75,3.88,8,0.46,40.42476,-3.70561,Madrid,87,1
2,2,0,1.0,Entire home/apt,Entire rental unit,5.0,5.0,5.0,5.0,1,0.07,40.41249,-3.70594,Madrid,95,1
4,2,3,2.0,Entire home/apt,Entire rental unit,4.72,4.77,4.0,4.45,54,3.16,40.39284,-3.71245,Madrid,138,1
1,1,1,2.0,Private room,Private room in rental unit,0.0,0.0,0.0,0.0,0,0.0,40.44453,-3.6616,Madrid,43,0
1,1,1,2.0,Private room,Private room in rental unit,1.0,3.0,2.0,1.0,1,1.0,40.443785544630025,-3.6633288224649743,Madrid,42,1
4,1,2,1.0,Entire home/apt,Entire rental unit,5.0,5.0,5.0,5.0,1,0.06,40.42800700770989,-3.706693469290285,Madrid,103,1
2,1,1,1.0,Entire home/apt,Entire rental unit,4.69,4.6,4.86,4.69,83,5.05,40.42088,-3.71065,Madrid,87,1
1,1,1,2.0,Private room,Private room in rental unit,4.67,4.33,4.67,4.33,3,0.19,40.44271,-3.66312,Madrid,55,1
4,2,3,1.0,Entire home/apt,Entire rental unit,5.0,5.0,5.0,5.0,6,0.43,40.42002618386984,-3.710577143483235,Madrid,130,1
4,1,2,1.0,Entire home/apt,Entire rental unit,5.0,4.98,4.65,4.96,51,3.02,40.46753966747037,-3.697235874164402,Madrid,114,1
2,1,1,1.0,Entire home/apt,Entire rental unit,4.81,4.83,4.87,4.63,54,3.1,40.4249378,-3.6788902,Madrid,131,1
2,1,1,2.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.4448139,-3.7097175,Madrid,153,0
1,1,1,1.0,Private room,Private room in rental unit,0.0,0.0,0.0,0.0,0,0.0,40.43594378363901,-3.713885246851407,Madrid,50,0
4,1,0,1.0,Entire home/apt,Entire rental unit,4.78,4.82,4.9,4.74,40,2.53,40.42833308970646,-3.7082472516003953,Madrid,105,1
4,1,3,1.0,Entire home/apt,Entire rental unit,4.0,3.0,5.0,4.5,2,1.67,40.40155,-3.69681,Madrid,177,1
4,2,2,2.0,Entire home/apt,Entire rental unit,4.82,4.55,5.0,4.82,11,0.64,40.40447230265866,-3.678650729585682,Madrid,195,1
6,2,4,1.0,Entire home/apt,Entire rental unit,4.9,4.92,4.6,4.77,73,4.39,40.46563,-3.69563,Madrid,140,1
4,2,2,1.0,Entire home/apt,Entire rental unit,4.83,4.83,4.83,5.0,6,0.4,40.428871107482266,-3.705633399705037,Madrid,178,1
10,3,6,2.0,Entire home/apt,Entire rental unit,4.96,5.0,4.77,4.69,26,1.63,40.46569,-3.69681,Madrid,383,1
2,1,1,1.0,Private room,Private room in rental unit,4.74,4.77,4.66,4.8,74,4.29,40.39420346802767,-3.6698310072791767,Madrid,30,1
2,1,0,1.0,Entire home/apt,Entire rental unit,4.9,5.0,4.8,4.75,20,1.2,40.409027799301086,-3.700870615663943,Madrid,75,1
2,1,2,1.0,Entire home/apt,Entire rental unit,5.0,5.0,5.0,5.0,2,0.14,40.4269054,-3.7027614,Madrid,99,1
3,1,2,1.0,Entire home/apt,Entire rental unit,4.5,4.14,4.5,4.43,14,0.81,40.39606,-3.66577,Madrid,66,1
6,2,3,2.0,Entire home/apt,Entire rental unit,5.0,5.0,4.68,4.89,58,3.38,40.40871536138933,-3.6993044173526544,Madrid,229,1
2,1,1,1.0,Private room,Private room in bed and breakfast,4.99,4.95,4.96,4.9,79,5.52,40.40365,-3.67959,Madrid,75,1
4,2,0,2.0,Entire home/apt,Entire rental unit,4.0,3.5,5.0,3.5,4,0.26,40.44604,-3.78532,Madrid,130,1
6,1,2,2.0,Entire home/apt,Entire rental unit,4.92,4.97,4.58,4.81,36,2.14,40.49372,-3.68632,Madrid,83,1
4,1,2,1.0,Entire home/apt,Entire rental unit,4.93,4.79,4.93,4.57,14,0.82,40.45085841497223,-3.694006451053137,Madrid,188,1
2,1,1,1.0,Entire home/apt,Entire rental unit,4.0,4.0,4.6,3.8,5,0.35,40.41921117018305,-3.708423749609538,Madrid,95,1
1,1,1,2.0,Private room,Private room in rental unit,5.0,5.0,5.0,5.0,1,0.06,40.44457,-3.66125,Madrid,43,1
1,1,1,2.0,Private room,Private room in rental unit,0.0,0.0,0.0,0.0,0,0.0,40.44229993498813,-3.6627755258009183,Madrid,43,0
4,2,0,2.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.41357,-3.70289,Madrid,138,0
2,1,1,2.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.4448139,-3.7097175,Madrid,162,0
1,1,1,2.0,Private room,Private room in rental unit,0.0,0.0,0.0,0.0,0,0.0,40.44246020565444,-3.662007599830397,Madrid,43,0
2,1,1,2.0,Private room,Private room in rental unit,0.0,0.0,0.0,0.0,0,0.0,40.442738993954805,-3.661605676741388,Madrid,48,0
1,1,1,2.0,Private room,Private room in rental unit,3.0,2.0,4.0,3.0,1,0.06,40.44244501292828,-3.662748723458986,Madrid,50,1
4,1,2,1.0,Entire home/apt,Entire rental unit,4.98,4.96,4.82,4.87,46,2.85,40.41174,-3.71684,Madrid,67,1
2,1,1,1.0,Entire home/apt,Entire rental unit,4.0,3.0,5.0,3.0,1,0.06,40.4243695,-3.7026741,Madrid,159,1
2,1,1,1.0,Entire home/apt,Entire rental unit,4.87,4.93,4.67,4.73,15,0.87,40.38926074344769,-3.721880812665661,Madrid,65,1
2,1,1,1.0,Private room,Room in hotel,3.0,4.0,4.0,3.75,4,0.3,40.44449,-3.67266,Madrid,60,1
2,1,1,1.0,Entire home/apt,Entire rental unit,4.47,4.44,4.92,4.44,36,2.23,40.43569,-3.67806,Madrid,126,1
4,1,2,1.0,Entire home/apt,Entire rental unit,4.49,4.57,4.6,4.34,65,3.92,40.39617,-3.69777,Madrid,74,1
1,1,1,1.0,Private room,Private room in rental unit,4.67,4.67,4.58,4.67,12,0.69,40.38965156723633,-3.652530229122681,Madrid,25,1
2,1,1,1.0,Entire home/apt,Entire rental unit,4.89,4.94,4.71,4.74,35,2.1,40.407775394345336,-3.701066853866432,Madrid,92,1
1,1,1,1.0,Private room,Private room in rental unit,4.89,5.0,4.73,4.81,37,2.2,40.43657865923095,-3.656782686181648,Madrid,70,1
2,1,0,1.0,Private room,Private room in rental unit,5.0,5.0,5.0,4.0,1,0.07,40.4219715,-3.6979255,Madrid,132,1
1,1,1,2.0,Private room,Private room in rental unit,5.0,4.0,5.0,5.0,1,0.55,40.434933556094535,-3.7149833124961673,Madrid,46,1
1,1,1,2.0,Private room,Private room in home,0.0,0.0,0.0,0.0,0,0.0,40.3804689,-3.7158317,Madrid,20,0
3,2,2,2.0,Entire home/apt,Entire rental unit,3.5,4.0,5.0,3.5,2,0.13,40.4448139,-3.7097175,Madrid,160,1
2,1,1,2.0,Private room,Private room in rental unit,3.5,2.5,4.0,3.5,2,0.38,40.43497,-3.71644,Madrid,51,1
2,1,2,1.0,Entire home/apt,Entire rental unit,4.85,4.85,4.95,4.75,20,1.15,40.4375903,-3.6985751,Madrid,120,1
1,1,1,2.0,Private room,Private room in rental unit,0.0,0.0,0.0,0.0,0,0.0,40.43709226000424,-3.7144258008849977,Madrid,44,0
1,1,1,2.0,Private room,Private room in rental unit,4.4,4.0,4.8,4.6,5,0.31,40.43679507064874,-3.7148557037195498,Madrid,44,1
2,0,2,1.0,Entire home/apt,Entire condo,5.0,4.8,5.0,4.8,5,0.34,40.4249275,-3.681361099999999,Madrid,75,1
2,1,1,0.5,Entire home/apt,Entire loft,0.0,0.0,0.0,0.0,0,0.0,40.42722,-3.70334,Madrid,83,0
4,2,3,1.0,Entire home/apt,Entire rental unit,4.27,4.18,4.73,4.06,33,2.14,40.42792415905007,-3.710417157007428,Madrid,114,1
4,1,2,1.0,Entire home/apt,Entire rental unit,4.59,4.66,4.38,4.52,64,3.76,40.45993124499939,-3.7028891400275192,Madrid,62,1
6,3,4,3.0,Entire home/apt,Entire rental unit,4.67,4.67,4.58,4.58,12,0.74,40.41487,-3.71327,Madrid,276,1
4,1,2,1.0,Entire home/apt,Entire rental unit,4.49,4.58,4.45,4.25,55,3.31,40.39617,-3.69777,Madrid,93,1
2,1,1,1.0,Private room,Private room in rental unit,4.76,4.86,4.69,4.83,29,1.7,40.38714,-3.75523,Madrid,29,1
5,1,3,1.0,Entire home/apt,Entire rental unit,4.73,4.73,4.87,4.65,71,4.16,40.4165,-3.70044,Madrid,184,1
5,1,3,1.0,Entire home/apt,Entire rental unit,4.75,4.78,4.92,4.71,59,3.5,40.41499184151517,-3.702634155037866,Madrid,173,1
2,1,0,1.0,Private room,Private room in rental unit,4.63,4.63,4.31,4.5,16,0.92,40.381140830101295,-3.714988823537309,Madrid,60,1
1,1,1,1.5,Private room,Private room in rental unit,0.0,0.0,0.0,0.0,0,0.0,40.43006835102761,-3.720236084792812,Madrid,31,0
4,1,1,1.0,Entire home/apt,Entire rental unit,4.83,4.78,4.83,4.72,18,1.05,40.40161803099178,-3.697226112309031,Madrid,126,1
4,2,2,2.0,Entire home/apt,Entire rental unit,3.67,4.67,4.0,3.67,3,0.22,40.4448139,-3.7097175,Madrid,176,1
1,1,1,2.0,Private room,Private room in rental unit,0.0,0.0,0.0,0.0,0,0.0,40.4355,-3.71466,Madrid,38,0
2,1,1,2.0,Private room,Private room in rental unit,4.75,4.75,4.75,4.5,4,0.27,40.40828000659336,-3.706337301716071,Madrid,50,1
1,1,1,1.0,Private room,Private room in rental unit,3.0,3.0,3.5,3.5,2,0.13,40.40819897086289,-3.706429333144704,Madrid,43,1
1,1,1,1.0,Private room,Private room in rental unit,0.0,0.0,0.0,0.0,0,0.0,40.40829,-3.70697,Madrid,42,0
1,1,1,2.0,Private room,Private room in rental unit,4.0,3.0,4.0,5.0,1,0.19,40.4360536992948,-3.713253641497756,Madrid,38,1
4,1,3,1.0,Private room,Private room in hostel,0.0,0.0,0.0,0.0,0,0.0,40.4100651,-3.7005546,Madrid,179,0
2,1,0,1.0,Entire home/apt,Entire condo,4.46,4.56,4.89,4.4,70,4.15,40.4169,-3.7019,Madrid,91,1
4,1,0,1.0,Entire home/apt,Entire condo,4.37,4.52,4.87,4.38,118,6.81,40.41644598504222,-3.7038757814328336,Madrid,95,1
6,2,3,2.0,Entire home/apt,Entire rental unit,4.86,4.84,4.91,4.79,85,6.33,40.40408953074424,-3.6902544531325967,Madrid,186,1
4,2,0,2.0,Entire home/apt,Entire rental unit,4.83,4.82,4.67,4.8,60,3.47,40.38697552665955,-3.73685068822246,Madrid,121,1
4,1,3,1.0,Entire home/apt,Entire rental unit,4.57,4.6,4.65,4.47,75,4.46,40.39731,-3.69845,Madrid,93,1
2,1,1,2.0,Private room,Private room in rental unit,4.0,4.0,3.0,4.5,2,0.14,40.4362,-3.71398,Madrid,53,1
2,1,0,1.0,Entire home/apt,Entire rental unit,4.75,4.74,4.96,4.67,105,6.4,40.42971,-3.69334,Madrid,103,1
8,4,4,2.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.4305,-3.69949,Madrid,183,0
1,1,1,2.0,Private room,Private room in rental unit,5.0,5.0,5.0,5.0,1,0.38,40.43603,-3.71334,Madrid,46,1
4,1,2,1.0,Entire home/apt,Entire rental unit,4.8,4.9,4.5,4.5,10,0.76,40.34995183007553,-3.6900019094444056,Madrid,82,1
2,1,1,1.0,Private room,Private room in rental unit,4.59,4.57,4.92,4.67,95,5.52,40.42008,-3.70479,Madrid,49,1
3,1,2,1.0,Entire home/apt,Entire rental unit,4.63,5.0,4.38,4.25,8,0.65,40.35002359580712,-3.690031798865957,Madrid,89,1
4,2,3,1.0,Entire home/apt,Entire rental unit,4.7,4.6,4.2,4.5,10,0.61,40.35024,-3.68999,Madrid,89,1
2,1,1,1.0,Entire home/apt,Entire rental unit,4.6,4.4,4.0,4.2,5,0.29,40.40318219750616,-3.69764528920952,Madrid,89,1
4,1,3,1.0,Private room,Private room in hostel,0.0,0.0,0.0,0.0,0,0.0,40.4100651,-3.7005546,Madrid,179,0
6,1,6,1.0,Private room,Private room in hostel,0.0,0.0,0.0,0.0,0,0.0,40.4100651,-3.7005546,Madrid,281,0
2,1,1,1.0,Private room,Room in hotel,3.76,4.27,4.49,4.0,51,3.12,40.42688502421328,-3.7154655796715934,Madrid,83,1
4,2,2,1.0,Entire home/apt,Entire rental unit,4.64,4.76,4.65,4.5,72,4.26,40.39990707690969,-3.703240516987242,Madrid,113,1
1,1,1,2.0,Private room,Private room in rental unit,0.0,0.0,0.0,0.0,0,0.0,40.43635,-3.7132,Madrid,40,0
1,1,1,1.0,Private room,Private room in condo,4.89,4.82,4.88,4.76,102,7.69,40.4063,-3.68071,Madrid,54,1
3,1,2,1.0,Entire home/apt,Entire rental unit,4.3,4.67,4.15,4.33,33,1.94,40.45786,-3.70902,Madrid,86,1
3,1,2,1.0,Entire home/apt,Entire rental unit,4.79,4.89,4.89,4.68,19,1.12,40.41814,-3.70466,Madrid,154,1
3,2,2,1.0,Entire home/apt,Entire rental unit,4.97,4.94,4.86,4.94,36,2.2,40.42409,-3.70608,Madrid,198,1
6,2,3,1.0,Entire home/apt,Entire rental unit,4.96,4.98,4.98,4.93,121,7.09,40.41285,-3.70991,Madrid,185,1
2,1,1,1.0,Entire home/apt,Entire rental unit,4.25,4.75,4.75,4.25,4,0.25,40.42429948710694,-3.702508564745336,Madrid,64,1
12,2,10,1.5,Entire home/apt,Entire rental unit,4.44,4.39,4.83,4.33,18,1.08,40.45901287493221,-3.686719357431495,Madrid,151,1
2,1,1,1.0,Entire home/apt,Entire rental unit,5.0,5.0,5.0,5.0,1,0.08,40.42437,-3.70267,Madrid,153,1
3,1,2,1.0,Entire home/apt,Casa particular,0.0,0.0,0.0,0.0,0,0.0,40.3731005,-3.6903939,Madrid,116,0
4,0,1,1.0,Entire home/apt,Entire rental unit,4.64,4.7,4.69,4.63,67,4.0,40.39617,-3.69777,Madrid,74,1
5,3,3,0.5,Entire home/apt,Entire rental unit,4.72,4.61,4.5,4.5,18,1.05,40.42863,-3.6524,Madrid,148,1
2,1,1,1.0,Private room,Private room in rental unit,4.87,5.0,4.93,4.8,15,1.05,40.397982300555306,-3.701001565890586,Madrid,64,1
4,2,3,1.0,Entire home/apt,Entire loft,4.6,4.4,4.6,4.2,15,0.91,40.4000233,-3.6564432,Madrid,125,1
5,1,0,1.0,Entire home/apt,Entire rental unit,4.69,4.66,4.67,4.67,83,4.86,40.40948909999999,-3.7050309,Madrid,97,1
2,1,1,1.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.4272742,-3.6997592,Madrid,104,0
3,1,2,1.0,Entire home/apt,Entire rental unit,4.6,4.8,4.6,4.8,5,0.63,40.35764656250602,-3.6858737730163615,Madrid,119,1
6,2,3,1.0,Entire home/apt,Entire rental unit,4.84,4.91,4.66,4.64,44,2.77,40.4097088,-3.7059328,Madrid,117,1
2,1,0,1.0,Entire home/apt,Entire rental unit,4.84,4.9,4.97,4.75,68,3.98,40.42407,-3.69747,Madrid,119,1
4,2,3,2.0,Entire home/apt,Entire condo,4.76,4.38,4.9,4.76,21,1.24,40.47138,-3.69166,Madrid,108,1
4,0,1,1.0,Entire home/apt,Entire rental unit,4.56,4.51,4.74,4.46,66,4.23,40.39617,-3.69777,Madrid,77,1
2,1,1,1.0,Private room,Private room in rental unit,4.8,4.96,4.69,4.71,50,2.95,40.423458556184656,-3.658494389184343,Madrid,42,1
2,1,1,3.0,Private room,Private room in rental unit,4.77,4.7,4.95,4.79,146,8.49,40.4185962,-3.7046271,Madrid,39,1
4,2,3,2.0,Entire home/apt,Entire rental unit,4.76,5.0,4.79,4.79,25,1.5,40.44506,-3.58414,Madrid,140,1
4,2,3,2.0,Entire home/apt,Entire rental unit,4.5,4.5,4.5,5.0,2,0.14,40.46126,-3.68722,Madrid,147,1
4,2,2,2.0,Entire home/apt,Entire rental unit,2.5,4.0,3.5,2.5,2,0.21,40.46297881086407,-3.68883197349793,Madrid,158,1
2,1,1,1.0,Entire home/apt,Entire rental unit,4.2,5.0,5.0,4.0,5,0.31,40.46155855817295,-3.68734643059554,Madrid,126,1
2,0,2,1.0,Entire home/apt,Entire rental unit,4.49,4.64,4.49,4.28,47,2.8,40.39797549151905,-3.7030628696020056,Madrid,70,1
8,1,8,1.0,Private room,Private room in hostel,0.0,0.0,0.0,0.0,0,0.0,40.4100651,-3.7005546,Madrid,324,0
4,2,2,1.0,Entire home/apt,Entire rental unit,4.33,4.33,4.17,4.33,6,0.38,40.3961763,-3.7311115,Madrid,150,1
2,1,1,1.0,Entire home/apt,Entire rental unit,4.83,4.92,5.0,4.92,12,3.33,40.41059,-3.71234,Madrid,123,1
6,2,5,1.0,Entire home/apt,Entire rental unit,4.44,4.33,4.67,4.33,9,0.53,40.42481997417769,-3.706968152669136,Madrid,239,1
6,1,2,1.0,Private room,Private room in rental unit,3.6,3.2,5.0,3.2,5,0.34,40.4247112271293,-3.703745899283936,Madrid,32,1
6,2,3,1.0,Entire home/apt,Entire rental unit,4.14,4.29,4.71,3.71,7,0.42,40.4179,-3.67703,Madrid,146,1
6,2,3,1.0,Entire home/apt,Entire rental unit,4.8,4.6,4.6,4.4,5,0.38,40.39074,-3.72497,Madrid,194,1
5,2,3,1.0,Entire home/apt,Entire rental unit,2.0,1.0,2.0,1.0,1,0.2,40.43136,-3.65194,Madrid,123,1
4,1,4,1.0,Entire home/apt,Entire rental unit,4.38,4.49,4.49,4.13,45,2.64,40.411651646367325,-3.700921863842619,Madrid,96,1
4,0,2,1.0,Entire home/apt,Entire rental unit,4.0,3.67,4.67,4.33,3,0.19,40.39277,-3.72505,Madrid,127,1
4,1,3,1.0,Entire home/apt,Entire rental unit,4.61,4.74,4.94,4.71,31,1.88,40.4187,-3.70734,Madrid,160,1
3,0,2,1.0,Entire home/apt,Entire rental unit,2.86,3.43,4.43,2.57,7,0.41,40.42429126083231,-3.708771290946335,Madrid,126,1
4,1,1,1.0,Entire home/apt,Entire rental unit,4.67,5.0,5.0,4.33,3,0.18,40.422634132108,-3.698313436235116,Madrid,189,1
4,1,1,1.0,Entire home/apt,Entire rental unit,4.57,4.61,4.67,4.44,54,3.35,40.41201,-3.70408,Madrid,59,1
2,1,1,1.0,Private room,Private room in rental unit,4.94,4.88,4.65,4.82,51,2.99,40.49728652002829,-3.687647737799537,Madrid,41,1
4,0,1,1.0,Entire home/apt,Entire rental unit,4.54,4.46,4.93,4.38,71,4.23,40.41863273768164,-3.708598044143234,Madrid,88,1
4,2,2,1.0,Entire home/apt,Entire rental unit,5.0,5.0,5.0,5.0,2,0.16,40.45824,-3.68273,Madrid,218,1
2,1,1,1.0,Private room,Room in hotel,4.04,4.48,4.57,3.96,23,1.8,40.4283060160035,-3.7135915229536303,Madrid,72,1
2,1,1,1.0,Private room,Room in hotel,4.05,4.44,4.63,4.11,407,24.82,40.4263366112522,-3.71521911140292,Madrid,72,1
4,2,2,2.0,Entire home/apt,Entire rental unit,4.91,4.7,4.3,4.5,11,0.69,40.43349621240767,-3.6412555917667913,Madrid,81,1
4,1,2,1.0,Entire home/apt,Entire rental unit,4.0,4.5,3.0,3.0,2,0.12,40.39573,-3.66535,Madrid,99,1
5,2,3,2.0,Entire home/apt,Entire rental unit,4.59,4.82,4.91,4.65,34,2.0,40.420786642414434,-3.711829976763976,Madrid,248,1
2,1,2,1.0,Private room,Private room in rental unit,4.92,4.82,4.92,4.94,50,2.98,40.452066,-3.6569887,Madrid,59,1
2,0,1,1.0,Entire home/apt,Entire rental unit,4.62,4.92,4.46,4.77,13,0.78,40.40988,-3.70508,Madrid,85,1
3,2,2,1.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.46592281212844,-3.701031058053693,Madrid,76,0
3,1,2,1.0,Entire home/apt,Entire rental unit,4.65,4.75,4.88,4.56,89,5.57,40.41890459012531,-3.704893299999996,Madrid,122,1
4,1,0,1.0,Entire home/apt,Entire rental unit,4.43,4.15,4.68,4.42,60,3.52,40.38738,-3.69339,Madrid,70,1
6,3,3,3.0,Entire home/apt,Entire rental unit,5.0,4.92,5.0,4.69,13,0.82,40.43857,-3.68285,Madrid,201,1
5,1,3,1.5,Entire home/apt,Entire rental unit,4.88,4.89,4.79,4.81,100,5.85,40.4452861,-3.6707536,Madrid,81,1
4,2,2,1.0,Entire home/apt,Entire rental unit,4.43,4.59,4.51,4.37,83,4.94,40.402478373155326,-3.692193018788975,Madrid,128,1
2,1,1,1.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.40999759674357,-3.699922152373333,Madrid,40,0
2,1,1,2.0,Private room,Private room in rental unit,5.0,4.5,5.0,4.0,2,0.21,40.43475,-3.6753,Madrid,56,1
4,1,2,2.0,Private room,Private room in rental unit,4.69,5.0,4.75,4.63,16,1.06,40.43296922306601,-3.674777204316424,Madrid,56,1
2,1,2,2.0,Private room,Private room in rental unit,4.37,4.63,4.78,4.48,27,1.63,40.43278649385289,-3.673271159586202,Madrid,49,1
1,1,1,2.0,Private room,Private room in rental unit,0.0,0.0,0.0,0.0,0,0.0,40.43254153779898,-3.6729656109274655,Madrid,48,0
7,4,5,3.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.40909,-3.679,Madrid,233,0
3,0,1,1.0,Entire home/apt,Entire rental unit,4.56,4.72,4.17,4.44,54,3.2,40.39926,-3.66158,Madrid,51,1
3,1,1,1.0,Entire home/apt,Entire rental unit,5.0,5.0,5.0,5.0,1,0.2,40.41468,-3.70054,Madrid,163,1
4,2,2,1.0,Entire home/apt,Entire rental unit,4.96,4.96,4.95,4.77,74,4.34,40.41056,-3.70787,Madrid,156,1
4,1,0,2.0,Entire home/apt,Entire rental unit,4.69,4.78,4.66,4.57,114,6.68,40.3955363,-3.6970733,Madrid,114,1
3,1,1,1.0,Entire home/apt,Entire rental unit,2.5,3.5,3.5,2.0,2,0.26,40.41672506981506,-3.700507597253216,Madrid,107,1
2,0,1,1.0,Entire home/apt,Entire rental unit,4.4,4.81,4.07,4.05,43,2.58,40.40070439170506,-3.662013871430557,Madrid,52,1
6,2,3,1.0,Entire home/apt,Entire rental unit,4.81,4.94,4.89,4.69,72,4.27,40.4212205,-3.7005173,Madrid,250,1
2,1,1,1.0,Private room,Private room in rental unit,4.8,4.9,4.7,4.7,10,0.64,40.38879669674564,-3.7191940928125886,Madrid,38,1
4,3,3,1.0,Entire home/apt,Entire rental unit,4.77,4.92,4.62,4.85,26,1.64,40.46270317508498,-3.7038928506658975,Madrid,145,1
3,1,2,1.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.415811125,-3.701308204,Madrid,170,0
3,1,2,1.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.41578008,-3.701335042,Madrid,170,0
2,1,2,1.0,Entire home/apt,Entire rental unit,3.0,4.0,3.5,3.0,2,0.15,40.415819304,-3.701324725,Madrid,170,1
4,1,2,1.0,Entire home/apt,Entire rental unit,5.0,5.0,4.75,5.0,4,0.27,40.415749903,-3.70135539,Madrid,164,1
4,1,2,1.0,Entire home/apt,Entire rental unit,4.75,4.63,5.0,4.63,8,0.49,40.41574,-3.70139,Madrid,172,1
6,2,4,2.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.41889,-3.70096,Madrid,287,0
6,2,4,2.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.418893,-3.700963,Madrid,287,0
6,2,4,2.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.418898,-3.700963,Madrid,311,0
4,1,2,1.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.41907,-3.700936,Madrid,186,0
3,1,1,1.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.41892,-3.70071,Madrid,187,0
3,1,2,1.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.418936518,-3.700756576,Madrid,196,0
3,1,2,1.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.41895952,-3.700710739,Madrid,187,0
3,1,2,1.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.41895952,-3.700710739,Madrid,187,0
3,1,2,1.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.41891,-3.70085,Madrid,186,0
3,1,2,1.0,Entire home/apt,Entire rental unit,4.6,4.8,5.0,4.0,5,0.65,40.423208027,-3.703853761,Madrid,124,1
6,2,4,2.0,Entire home/apt,Entire condo,5.0,4.97,4.94,4.83,35,2.23,40.4254203,-3.6682333,Madrid,180,1
2,1,1,1.0,Entire home/apt,Entire rental unit,4.93,4.85,4.85,4.89,27,1.7,40.4685,-3.63998,Madrid,80,1
6,2,4,1.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.41889,-3.70096,Madrid,234,0
6,2,5,1.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.41889,-3.70097,Madrid,234,0
5,2,4,1.0,Entire home/apt,Entire rental unit,0.0,0.0,0.0,0.0,0,0.0,40.41889,-3.70096,Madrid,217,0
8,2,4,2.0,Entire home/apt,Entire rental unit,4.6,5.0,5.0,4.8,5,0.3,40.42202,-3.70287,Madrid,418,1
4,2,4,2.0,Entire home/apt,Entire rental unit,4.75,4.63,4.5,4.71,68,4.09,40.40929184600522,-3.698045526742644,Madrid,95,1
2,0,1,1.0,Entire home/apt,Entire rental unit,4.67,4.67,4.67,4.0,3,0.19,40.38982,-3.69478,Madrid,54,1
4,2,0,1.0,Entire home/apt,Entire rental unit,4.5,4.0,4.75,3.75,4,0.23,40.408575507999615,-3.70050737800998,Madrid,105,1
6,2,5,1.0,Entire home/apt,Entire rental unit,4.68,4.8,4.78,4.54,41,2.42,40.41377,-3.72722,Madrid,199,1
3,0,2,1.0,Entire home/apt,Entire rental unit,4.4,5.0,4.6,4.0,5,0.35,40.40846,-3.70934,Madrid,93,1
4,1,2,1.0,Entire home/apt,Entire rental unit,4.83,4.89,4.68,4.56,58,3.47,40.47014792620493,-3.633911337054093,Madrid,124,1
6,2,0,2.0,Entire home/apt,Entire rental unit,4.85,4.78,4.81,4.83,278,16.65,40.47095,-3.5875,Madrid,138,1
